"land","pm_name","pm_party","cabinet_name","year_start","year_end","party","year_next_election","cabinet_party","is_pm_party"
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"bdv",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"bhe",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"bp",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"bsw",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"cdu",1946,1,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"cvp",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"dp",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"dps",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"fdp",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"fw",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"gb/bhe",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"gru",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"kpd",1946,1,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"lin",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"lpd",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"nlp",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"pro",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"spd",1946,1,1
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"sps",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"ssw",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"statt",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"wav",1946,0,0
"by","Wilhelm Hoegner","spd","Kabinett Hoegner I",1945,1946,"zentrum",1946,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"bdv",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"bhe",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"bp",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"bsw",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"cdu",1945,1,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"cvp",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"dp",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"dps",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"fdp",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"fw",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"gb/bhe",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"gru",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"kpd",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"lin",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"lpd",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"nlp",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"pro",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"spd",1945,1,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"sps",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"ssw",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"statt",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"wav",1945,0,0
"by","Fritz Schäffer","parteilos","Kabinett Schäffer",1945,1945,"zentrum",1945,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"bdv",1946,1,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"bhe",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"bp",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"bsw",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"cdu",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"cvp",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"dp",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"dps",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"fdp",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"fw",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"gb/bhe",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"gru",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"kpd",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"lin",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"lpd",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"nlp",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"pro",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"spd",1946,1,1
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"sps",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"ssw",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"statt",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"wav",1946,0,0
"hb","Wilhelm Kaisen","spd","Kaisen I",1945,1946,"zentrum",1946,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"bdv",1945,1,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"bhe",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"bp",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"bsw",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"cdu",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"cvp",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"dp",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"dps",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"fdp",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"fw",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"gb/bhe",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"gru",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"kpd",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"lin",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"lpd",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"nlp",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"pro",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"spd",1945,1,1
"hb","Erich Vagts","spd","Vagts",1945,1945,"sps",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"ssw",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"statt",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"wav",1945,0,0
"hb","Erich Vagts","spd","Vagts",1945,1945,"zentrum",1945,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"bdv",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"bhe",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"bp",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"bsw",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"cdu",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"cvp",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"dp",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"dps",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"fdp",1946,1,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"fw",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"gb/bhe",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"gru",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"kpd",1946,1,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"lin",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"lpd",1946,1,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"nlp",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"pro",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"spd",1946,1,1
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"sps",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"ssw",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"statt",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"wav",1946,0,0
"he","Karl Geiler","spd","Kabinett Geiler",1945,1946,"zentrum",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"bdv",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"bhe",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"bp",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"bsw",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"cdu",1946,1,1
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"cvp",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"dp",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"dps",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"fdp",1946,1,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"fw",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"gb/bhe",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"gru",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"kpd",1946,1,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"lin",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"lpd",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"nlp",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"pro",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"spd",1946,1,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"sps",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"ssw",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"statt",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"wav",1946,0,0
"hh","Rudolf Petersen","cdu","Kabinett Petersen",1945,1946,"zentrum",1946,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"bdv",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"bhe",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"bp",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"bsw",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"cdu",1947,1,1
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"cvp",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"dp",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"dps",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"fdp",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"fw",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"gb/bhe",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"gru",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"kpd",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"lin",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"lpd",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"nlp",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"pro",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"spd",1947,1,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"sps",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"ssw",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"statt",1947,0,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"wav",1947,1,0
"by","Hans Ehard","cdu","Kabinett Ehard I",1946,1947,"zentrum",1947,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"bdv",1948,1,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"bhe",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"bp",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"bsw",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"cdu",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"cvp",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"dp",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"dps",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"fdp",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"fw",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"gb/bhe",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"gru",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"kpd",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"lin",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"lpd",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"nlp",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"pro",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"spd",1948,1,1
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"sps",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"ssw",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"statt",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"wav",1948,0,0
"hb","Wilhelm Kaisen","spd","Kaisen II",1946,1948,"zentrum",1948,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"bdv",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"bhe",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"bp",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"bsw",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"cdu",1950,1,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"cvp",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"dp",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"dps",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"fdp",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"fw",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"gb/bhe",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"gru",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"kpd",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"lin",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"lpd",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"nlp",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"pro",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"spd",1950,1,1
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"sps",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"ssw",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"statt",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"wav",1950,0,0
"he","Christian Stock","spd","Kabinett Stock",1946,1950,"zentrum",1950,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"bdv",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"bhe",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"bp",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"bsw",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"cdu",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"cvp",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"dp",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"dps",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"fdp",1949,1,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"fw",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"gb/bhe",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"gru",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"kpd",1949,1,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"lin",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"lpd",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"nlp",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"pro",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"spd",1949,1,1
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"sps",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"ssw",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"statt",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"wav",1949,0,0
"hh","Max Brauer","spd","Kabinett Brauer I",1946,1950,"zentrum",1949,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"bdv",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"bhe",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"bp",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"bsw",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"cdu",1947,1,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"cvp",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"dp",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"dps",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"fdp",1947,1,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"fw",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"gb/bhe",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"gru",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"kpd",1947,1,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"lin",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"lpd",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"nlp",1947,1,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"pro",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"spd",1947,1,1
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"sps",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"ssw",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"statt",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"wav",1947,0,0
"ni","Hinrich Wilhelm Kopf","spd","Kopf I",1946,1947,"zentrum",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"bdv",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"bhe",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"bp",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"bsw",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"cdu",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"cvp",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"dp",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"dps",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"fdp",1946,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"fw",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"gb/bhe",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"gru",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"kpd",1946,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"lin",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"lpd",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"nlp",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"pro",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"spd",1946,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"sps",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"ssw",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"statt",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"wav",1946,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen I",1946,1946,"zentrum",1946,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"bdv",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"bhe",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"bp",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"bsw",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"cdu",1947,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"cvp",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"dp",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"dps",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"fdp",1947,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"fw",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"gb/bhe",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"gru",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"kpd",1947,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"lin",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"lpd",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"nlp",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"pro",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"spd",1947,1,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"sps",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"ssw",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"statt",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"wav",1947,0,0
"nw","Rudolf Amelunxen","parteilos","Kabinett Amelunxen II",1946,1947,"zentrum",1947,1,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"bdv",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"bhe",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"bp",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"bsw",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"cdu",1946,1,1
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"cvp",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"dp",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"dps",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"fdp",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"fw",1946,0,0
"sh","Theodor Steltzer","cdu","Kabinett Steltzer I",1946,1946,"gb/bhe",1946,0,0
