"land","pm_name","pm_party","cabinet_name","year_start","year_end","party","year_next_election","cabinet_party","is_pm_party"
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"nlp",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"pro",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"spd",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"sps",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"ssw",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"statt",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"wav",1982,0,0
"sh","Gerhard Stoltenberg","cdu","Kabinett Stoltenberg III",1979,1982,"zentrum",1982,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"bdv",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"bhe",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"bp",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"bsw",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"cdu",1980,1,1
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"cvp",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"dp",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"dps",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"fdp",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"fw",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"gb/bhe",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"gru",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"kpd",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"lin",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"lpd",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"nlp",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"pro",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"spd",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"sps",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"ssw",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"statt",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"wav",1980,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer I",1979,1980,"zentrum",1980,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"bdv",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"bhe",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"bp",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"bsw",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"cdu",1984,1,1
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"cvp",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"dp",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"dps",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"fdp",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"fw",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"gb/bhe",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"gru",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"kpd",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"lin",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"lpd",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"nlp",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"pro",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"spd",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"sps",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"ssw",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"statt",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"wav",1984,0,0
"bw","Lothar Späth","cdu","Kabinett Späth II",1980,1984,"zentrum",1984,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"bdv",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"bhe",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"bp",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"bsw",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"cdu",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"cvp",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"dp",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"dps",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"fdp",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"fw",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"gb/bhe",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"gru",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"kpd",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"lin",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"lpd",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"nlp",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"pro",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"spd",1985,1,1
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"sps",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"ssw",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"statt",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"wav",1985,0,0
"nw","Johannes Rau","spd","Kabinett Rau II",1980,1985,"zentrum",1985,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"bdv",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"bhe",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"bp",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"bsw",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"cdu",1984,1,1
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"cvp",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"dp",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"dps",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"fdp",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"fw",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"gb/bhe",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"gru",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"kpd",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"lin",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"lpd",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"nlp",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"pro",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"spd",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"sps",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"ssw",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"statt",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"wav",1984,0,0
"sl","Werner Zeyer","cdu","Kabinett Zeyer II",1980,1984,"zentrum",1984,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"bdv",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"bhe",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"bp",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"bsw",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"cdu",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"cvp",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"dp",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"dps",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"fdp",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"fw",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"gb/bhe",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"gru",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"kpd",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"lin",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"lpd",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"nlp",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"pro",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"spd",1982,1,1
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"sps",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"ssw",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"statt",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"wav",1982,0,0
"hh","Klaus von Dohnanyi","spd","Kabinett von Dohnanyi I",1981,1983,"zentrum",1982,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"bdv",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"bhe",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"bp",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"bsw",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"cdu",1986,1,1
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"cvp",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"dp",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"dps",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"fdp",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"fw",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"gb/bhe",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"gru",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"kpd",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"lin",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"lpd",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"nlp",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"pro",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"spd",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"sps",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"ssw",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"statt",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"wav",1986,0,0
"by","Franz Josef Strauß","cdu","Kabinett Strauß II",1982,1986,"zentrum",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"bdv",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"bhe",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"bp",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"bsw",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"cdu",1986,1,1
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"cvp",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"dp",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"dps",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"fdp",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"fw",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"gb/bhe",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"gru",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"kpd",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"lin",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"lpd",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"nlp",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"pro",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"spd",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"sps",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"ssw",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"statt",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"wav",1986,0,0
"ni","Ernst Albrecht","cdu","Albrecht IV",1982,1986,"zentrum",1986,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"bdv",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"bhe",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"bp",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"bsw",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"cdu",1983,1,1
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"cvp",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"dp",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"dps",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"fdp",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"fw",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"gb/bhe",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"gru",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"kpd",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"lin",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"lpd",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"nlp",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"pro",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"spd",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"sps",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"ssw",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"statt",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"wav",1983,0,0
"sh","Uwe Barschel (CDU)","cdu","Kabinett Barschel I",1982,1983,"zentrum",1983,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"bdv",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"bhe",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"bp",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"bsw",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"cdu",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"cvp",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"dp",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"dps",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"fdp",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"fw",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"gb/bhe",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"gru",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"kpd",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"lin",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"lpd",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"nlp",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"pro",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"spd",1985,1,1
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"sps",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"ssw",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"statt",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"wav",1985,0,0
"hb","Hans Koschnick","spd","Koschnick V",1983,1985,"zentrum",1985,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"bdv",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"bhe",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"bp",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"bsw",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"cdu",1987,1,1
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"cvp",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"dp",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"dps",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"fdp",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"fw",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"gb/bhe",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"gru",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"kpd",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"lin",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"lpd",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"nlp",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"pro",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"spd",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"sps",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"ssw",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"statt",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"wav",1987,0,0
"rp","Bernhard Vogel","cdu","Vogel III",1983,1987,"zentrum",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"bdv",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"bhe",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"bp",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"bsw",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"cdu",1987,1,1
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"cvp",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"dp",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"dps",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"fdp",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"fw",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"gb/bhe",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"gru",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"kpd",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"lin",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"lpd",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"nlp",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"pro",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"spd",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"sps",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"ssw",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"statt",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"wav",1987,0,0
"sh","Uwe Barschel ","cdu","Kabinett Barschel II",1983,1987,"zentrum",1987,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"bdv",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"bhe",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"bp",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"bsw",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"cdu",1988,1,1
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"cvp",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"dp",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"dps",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"fdp",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"fw",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"gb/bhe",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"gru",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"kpd",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"lin",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"lpd",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"nlp",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"pro",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"spd",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"sps",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"ssw",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"statt",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"wav",1988,0,0
"bw","Lothar Späth","cdu","Kabinett Späth III",1984,1988,"zentrum",1988,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"bdv",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"bhe",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"bp",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"bsw",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"cdu",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"cvp",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"dp",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"dps",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"fdp",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"fw",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"gb/bhe",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"gru",1987,1,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"kpd",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"lin",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"lpd",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"nlp",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"pro",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"spd",1987,1,1
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"sps",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"ssw",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"statt",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"wav",1987,0,0
"he","Holger Börner","spd","Kabinett Börner III",1984,1987,"zentrum",1987,0,0
